Region ID, Region name, Region volume, vol P1, vol P2, vol P3, vol LD1, vol LD2, vol LD3, vol HD1, vol HD2, vol HD3, avg P, avg LD, avg HD, pv LD, pv HD
 315, Isocortex, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 316, Ventral part of the lateral geniculate complex medial zone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 317, subthalamic fascicle, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 318, Supragenual nucleus, 570, 5.52208e+06, 1.06091e+07, 7.89651e+06, 1.51477e+07, 3598, 5.47138e+06, 764376, 11, 2.6426e+07, 8.00923e+06, 6.87423e+06, 9.06346e+06, -0.78056, 0.890541
 319, Basomedial amygdalar nucleus, 34624, 9.96654e+08, 1.01996e+09, 2.62104e+09, 1.5127e+09, 3.85132e+09, 2.77696e+09, 6.18232e+08, 4.72005e+06, 3.95564e+08, 1.54588e+09, 2.71366e+09, 3.39505e+08, 0.173037, -0.0596041
 320, Primary motor area Layer 1, 42438, 4.72834e+09, 3.47413e+09, 3.48986e+09, 9.93568e+09, 3.05968e+09, 1.64276e+09, 2.06188e+09, 1.44832e+08, 3.07893e+09, 3.89744e+09, 4.87937e+09, 1.76188e+09, 0.667089, -0.0520121
 321, Subgeniculate nucleus, 857, 1.20135e+07, 8.7477e+06, 4.10245e+07, 2.61565e+07, 3.20825e+07, 1.72764e+07, 1.25329e+07, 1.43354e+06, 2.66958e+06, 2.05952e+07, 2.51718e+07, 5.54534e+06, 0.640827, -0.164357
 322, Primary somatosensory area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 323, Midbrain motor related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 324, Entorhinal area medial part ventral zone layer 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 325, Suprageniculate nucleus, 1003, 5.21047e+07, 4.70466e+07, 1.04804e+08, 8.65836e+07, 5.59115e+07, 6.59774e+07, 9.05811e+07, 1.53377e+07, 4.77455e+07, 6.79851e+07, 6.94908e+07, 5.12214e+07, 0.932826, -0.512016
 326, superior cerebelar peduncles, 14514, 2.1519e+08, 3.26957e+08, 5.46296e+08, 8.37822e+08, 5.49315e+08, 3.05013e+08, 3.74035e+08, 1.75747e+08, 3.47139e+08, 3.62814e+08, 5.6405e+08, 2.98974e+08, 0.247392, -0.535179
 327, Basomedial amygdalar nucleus anterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 328, Agranular insular area dorsal part layer 2/3, 29169, 3.83716e+09, 2.39162e+09, 4.14543e+09, 3.65349e+09, 3.2097e+09, 4.28613e+09, 2.38541e+09, 6.72973e+07, 1.86847e+09, 3.45807e+09, 3.71644e+09, 1.44039e+09, 0.638932, -0.0494353
 329, Primary somatosensory area barrel field, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 330, Retrosplenial area dorsal part layer 6b, 987, 8.92265e+07, 6.06361e+07, 6.54325e+07, 2.5912e+08, 4.87954e+07, 1.16894e+08, 9.14046e+07, 4.00477e+07, 5.17372e+07, 7.1765e+07, 1.41603e+08, 6.10632e+07, 0.243517, -0.50416
 331, Mammillary body, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 332, Accessory supraoptic group, 50, 536, 711332, 351039, 322353, 1.07198e+06, 226797, 58915, 227895, 38926, 354302, 540377, 108579, 0.535882, -0.231948
 333, Septohippocampal nucleus, 1192, 4.20731e+07, 6.402e+06, 8.66643e+07, 4.79642e+07, 1.7052e+08, 8.6128e+07, 5.74347e+07, 4.58548e+06, 7.99701e+07, 4.50465e+07, 1.01537e+08, 4.73301e+07, 0.183, 0.934999
 334, Basomedial amygdalar nucleus posterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 335, Perirhinal area layer 6a, 5386, 2.51847e+08, 5.74088e+08, 8.81288e+08, 9.48899e+08, 5.3639e+08, 3.74463e+08, 6.47622e+08, 491530, 4.12306e+07, 5.69074e+08, 6.19917e+08, 2.29781e+08, 0.815228, -0.208149
 336, superior colliculus commissure, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 337, Primary somatosensory area lower limb, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 338, Subfornical organ, 928, 44339, 1.58687e+07, 5.98702e+06, 4.05248e+08, 7.28845e+06, 288430, 0, 32290, 1.24531e+07, 7.30002e+06, 1.37608e+08, 4.1618e+06, 0.299229, -0.569094
 339, Midbrain sensory related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 340, Posterior parietal association areas layer 6b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 341, supramammillary decussation, 572, 4.65458e+06, 9.56623e+06, 5.0129e+06, 1.57437e+06, 9.52718e+06, 61704, 0, 260897, 1.62412e+06, 6.41124e+06, 3.72108e+06, 628339, -0.379024, -0.0129624
 342, Substantia innominata, 89123, 5.67285e+08, 1.52817e+09, 2.06831e+09, 2.99946e+09, 3.22865e+09, 3.04053e+09, 7.58917e+08, 1.68407e+08, 3.96354e+08, 1.38792e+09, 3.08955e+09, 4.41226e+08, 0.00939383, -0.0697279
 343, Brain stem, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 344, Agranular insular area posterior part layer 5, 26474, 1.06957e+09, 9.94895e+08, 2.45909e+09, 3.33108e+09, 2.27782e+09, 2.28541e+09, 2.49807e+09, 1.47944e+06, 6.03038e+07, 1.50785e+09, 2.63144e+09, 8.53284e+08, 0.0803244, -0.446438
 345, Primary somatosensory area mouth, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 346, Primary somatosensory area layer 2/3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 347, Subparaventricular zone, 4918, 6.60082e+06, 4.9931e+07, 6.4717e+07, 2.21745e+07, 1.12548e+08, 334660, 562, 7.05616e+06, 4.25955e+06, 4.04163e+07, 4.50191e+07, 3.77209e+06, 0.890731, -0.0629023
 348, Midbrain behavioral state related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 349, supraoptic commissures, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 350, Subceruleus nucleus, 977, 1.45398e+07, 3.2118e+07, 3.95242e+07, 6.15588e+07, 8.18435e+07, 4.98571e+07, 4.49025e+07, 2.03155e+07, 3.85562e+07, 2.87273e+07, 6.44198e+07, 3.45914e+07, 0.0214697, 0.529681
 351, Bed nuclei of the stria terminalis, 47733, 6.1831e+08, 1.30361e+09, 1.74636e+09, 1.18791e+09, 1.90705e+09, 1.75696e+09, 1.18763e+09, 1.11821e+09, 5.00699e+08, 1.22276e+09, 1.61731e+09, 9.35513e+08, 0.287839, -0.422519
 352, Orbital area layer 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 353, Primary somatosensory area nose, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 354, Medulla, 293516, 5.06465e+09, 4.46805e+09, 2.14794e+10, 8.86885e+09, 1.53327e+10, 1.2428e+10, 1.2569e+10, 3.09162e+09, 5.5255e+09, 1.03374e+10, 1.22098e+10, 7.06204e+09, 0.716343, -0.556295
 355, Agranular insular area posterior part layer 6b, 824, 2.0232e+07, 5.91354e+06, 4.5996e+07, 5.98794e+07, 3.43454e+07, 2.47859e+07, 2.72209e+07, 82997, 1.06828e+06, 2.40472e+07, 3.96702e+07, 9.45739e+06, 0.290533, -0.29137
 356, Preparasubthalamic nucleus, 456, 999067, 2.44403e+06, 6.12455e+06, 5.06952e+06, 4.24491e+07, 1.29336e+07, 4.25271e+06, 2.70658e+06, 248761, 3.18922e+06, 2.01507e+07, 2.40268e+06, 0.144619, -0.642253
 357, tectothalamic pathway, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 358, Sublaterodorsal nucleus, 2479, 3.35199e+07, 8.39211e+07, 1.11263e+08, 1.67178e+08, 1.08877e+08, 8.53799e+07, 5.69724e+07, 3.0332e+07, 7.46508e+07, 7.62347e+07, 1.20478e+08, 5.39851e+07, 0.179134, -0.356382
 359, Bed nuclei of the stria terminalis anterior division, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 360, Dorsal peduncular area layer 2/3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 361, Primary somatosensory area trunk, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 362, Mediodorsal nucleus of thalamus, 43143, 1.48664e+09, 8.9276e+08, 1.89375e+09, 9.52511e+09, 4.54281e+09, 2.12305e+09, 1.17467e+08, 8.25394e+08, 3.2172e+08, 1.42438e+09, 5.39699e+09, 4.21527e+08, 0.0912985, -0.0266964
 363, Prelimbic area layer 5, 31766, 3.40297e+09, 2.79318e+09, 6.0237e+09, 6.57489e+09, 4.72746e+09, 2.63224e+09, 3.17535e+09, 8.04295e+08, 2.92483e+09, 4.07328e+09, 4.64486e+09, 2.30149e+09, 0.666969, -0.156051
 364, Parasubthalamic nucleus, 1946, 5.89821e+06, 1.59063e+07, 2.08151e+07, 3.65594e+07, 1.8165e+08, 5.84808e+07, 1.42228e+07, 1.75898e+07, 2.80329e+06, 1.42065e+07, 9.22301e+07, 1.15386e+07, 0.10292, -0.629683
 365, thalamic peduncles, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 366, Submedial nucleus of the thalamus, 5642, 1.4345e+08, 4.48145e+07, 1.9911e+08, 4.63339e+08, 2.9236e+08, 3.76717e+07, 0, 1.89048e+07, 6.78788e+06, 1.29125e+08, 2.64457e+08, 8.56423e+06, 0.276466, -0.0314149
 367, Bed nuclei of the stria terminalis posterior division, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 368, Perirhinal area layer 6b, 1039, 5.06907e+07, 1.03404e+08, 1.57903e+08, 1.74817e+08, 8.76181e+07, 5.88591e+07, 1.02467e+08, 130272, 1.20396e+07, 1.03999e+08, 1.07098e+08, 3.82123e+07, 0.939026, -0.146107
 369, Primary somatosensory area upper limb, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 370, Medulla motor related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 371, Entorhinal area medial part ventral zone layer 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 372, Infracerebellar nucleus, 310, 2.73761e+06, 5.48184e+06, 1.53916e+07, 3.85696e+07, 1.84387e+07, 2.37117e+06, 8.36436e+06, 2.48242e+06, 3.71777e+06, 7.87035e+06, 1.97932e+07, 4.85485e+06, 0.260636, -0.432872
 373, trigeminocerebellar tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 374, Substantia nigra compact part, 6675, 6.62621e+07, 1.84016e+08, 3.27336e+08, 2.82242e+08, 3.35303e+08, 1.86698e+08, 2.25096e+08, 8.45652e+07, 1.18754e+08, 1.92538e+08, 2.68081e+08, 1.42805e+08, 0.348065, -0.520328
 375, Ammon's horn, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 376, Cortical amygdalar area posterior part lateral zone layers 1-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 377, Posterolateral visual area layer 6a, 2214, 1.63595e+08, 2.68418e+08, 2.47464e+08, 4.63826e+08, 4.40388e+07, 7.34677e+07, 1.43803e+08, 737656, 1.23265e+08, 2.26492e+08, 1.93778e+08, 8.92686e+07, -0.787516, -0.0377268
 378, Supplemental somatosensory area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 379, Medulla behavioral state related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 380, cuneate fascicle, 793, 8.37611e+06, 4.39194e+06, 3.41542e+07, 1.30862e+07, 4.71706e+07, 2.77375e+07, 1.13662e+07, 4.03496e+06, 1.37006e+07, 1.56408e+07, 2.93314e+07, 9.70059e+06, 0.284551, -0.497932
 381, Substantia nigra reticular part, 53524, 4.64423e+08, 1.33449e+09, 1.65438e+09, 1.55329e+09, 3.19275e+09, 1.39242e+09, 1.23446e+09, 2.98258e+08, 8.19186e+08, 1.1511e+09, 2.04615e+09, 7.83968e+08, 0.180301, -0.371317
 382, Field CA1, 277613, 1.30621e+10, 1.01774e+10, 2.16283e+10, 2.2116e+10, 9.02573e+09, 7.68896e+09, 8.79455e+09, 3.48097e+09, 4.15022e+09, 1.49559e+10, 1.29436e+10, 5.47525e+09, -0.690018, -0.0385057
 383, Cortical amygdalar area posterior part medial zone layers 1-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 384, trochlear nerve decussation, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 385, Primary visual area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 386, Medulla sensory related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 387, Entorhinal area lateral part layer 5/6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 388, gracile fascicle, 96, 386020, 18205, 5.03493e+06, 641955, 243134, 1.34261e+06, 622439, 5674, 1.05332e+06, 1.81305e+06, 742566, 560478, -0.470358, -0.403263
 389, ventral spinothalamic tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 390, Supraoptic nucleus, 1863, 9.45508e+06, 8.05573e+07, 7.48909e+07, 8.89209e+07, 1.40624e+08, 4.79287e+07, 2.12343e+07, 5.52282e+06, 3.25911e+07, 5.49678e+07, 9.24912e+07, 1.97827e+07, 0.261836, -0.148628
 391, Field CA1 stratum lacunosum-moleculare, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 392, Nucleus of the lateral olfactory tract layers 1-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 393, Posterolateral visual area layer 6b, 178, 1.32903e+07, 2.34314e+07, 1.91542e+07, 3.86684e+07, 2.95535e+06, 3.26202e+06, 9.75876e+06, 33588, 8.18697e+06, 1.86253e+07, 1.49619e+07, 5.99311e+06, -0.731945, -0.0213013
 394, Anteromedial visual area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 395, Medullary reticular nucleus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 396, internal arcuate fibers, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 397, ventral tegmental decussation, 2409, 1.24922e+07, 2.03105e+07, 1.1392e+07, 2.66495e+07, 1.79775e+06, 1.19426e+06, 0, 629341, 3.86695e+07, 1.47316e+07, 9.8805e+06, 1.30996e+07, -0.538512, -0.886042
 398, Superior olivary complex, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 399, Field CA1 stratum oriens, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 400, Piriform-amygdalar area layers 1-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 401, Anteromedial visual area layer 4, 1929, 2.57978e+08, 1.58972e+08, 2.0332e+08, 4.5951e+08, 3.64023e+08, 2.66712e+08, 1.6492e+08, 1.46742e+07, 4.72387e+07, 2.06757e+08, 3.63415e+08, 7.5611e+07, 0.0374584, -0.0406781
 402, Anterolateral visual area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 403, Medial amygdalar nucleus, 50195, 3.94639e+08, 4.20299e+08, 2.24696e+09, 1.08909e+09, 2.78628e+09, 2.54783e+09, 3.39586e+08, 2.52554e+08, 1.51277e+08, 1.02063e+09, 2.14107e+09, 2.47806e+08, 0.165822, -0.198987
 404, olivocerebellar tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 405, ventrolateral hypothalamic tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 406, Subparafascicular nucleus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 407, Field CA1 pyramidal layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 408, Piriform-amygdalar area molecular layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 409, Lateral visual area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 410, reticulocerebellar tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 411, Medial amygdalar nucleus anterodorsal part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 412, Orbital area lateral part layer 2/3, 19999, 3.65026e+09, 2.77595e+09, 4.51536e+09, 3.18594e+09, 3.69414e+09, 2.07679e+09, 1.75753e+09, 4.03557e+08, 2.3041e+09, 3.64719e+09, 2.98562e+09, 1.4884e+09, -0.307203, -0.0249366
 413, vestibular nerve, 7687, 2.09491e+08, 1.32358e+08, 1.12029e+08, 1.79426e+08, 2.93999e+08, 2.61627e+08, 8.10437e+07, 9.45329e+07, 1.91373e+08, 1.51293e+08, 2.45017e+08, 1.22317e+08, 0.0640539, -0.480792
 414, Subparafascicular nucleus magnocellular part, 2534, 4.04067e+07, 2.64819e+07, 4.18719e+07, 1.72244e+08, 4.84472e+07, 2.9223e+06, 0, 1.6462e+06, 2.28553e+07, 3.62535e+07, 7.45378e+07, 8.16717e+06, 0.408469, -0.0176964
 415, Field CA1 stratum radiatum, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 416, Piriform-amygdalar area pyramidal layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 417, Rostrolateral visual area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 418, Medial amygdalar nucleus anteroventral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 419, Entorhinal area medial part ventral zone layer 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 420, precommissural fornix diagonal band, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 421, Lateral visual area layer 1, 5939, 2.07546e+08, 3.3425e+08, 4.02797e+08, 9.57861e+08, 5.78589e+07, 1.06296e+08, 1.79251e+08, 97746, 8.94335e+07, 3.14864e+08, 3.74005e+08, 8.95941e+07, 0.819798, -0.0232067
 422, Subparafascicular nucleus parvicellular part, 8402, 2.58188e+08, 2.62236e+08, 8.5162e+08, 4.96243e+08, 4.83973e+08, 5.16771e+08, 5.6167e+08, 2.61438e+08, 1.69641e+08, 4.57348e+08, 4.98996e+08, 3.30916e+08, 0.808824, -0.537607
 423, Field CA2, 44504, 1.42086e+09, 9.62264e+08, 2.78771e+09, 2.95031e+09, 1.18164e+09, 8.1507e+08, 1.05117e+09, 3.51707e+08, 3.87907e+08, 1.72361e+09, 1.64901e+09, 5.96928e+08, -0.920263, -0.0807068
 424, Piriform-amygdalar area polymorph layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 425, Posterolateral visual area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 426, Medial amygdalar nucleus posterodorsal part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 427, Ectorhinal area/Layer 2/3, 14184, 8.99693e+08, 1.54838e+09, 2.5559e+09, 3.57204e+09, 1.91754e+09, 1.12812e+09, 2.42072e+09, 0, 9.73531e+06, 1.66799e+09, 2.2059e+09, 8.10152e+08, 0.489384, -0.325583
 428, medial corticohypothalamic tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 429, Spinal nucleus of the trigeminal caudal part, 42301, 7.7588e+08, 7.57377e+08, 5.97005e+09, 8.06883e+08, 3.49159e+09, 2.92286e+09, 3.50646e+09, 4.17923e+08, 8.44289e+08, 2.5011e+09, 2.40711e+09, 1.58956e+09, -0.955001, -0.60394
 430, Retrosplenial area ventral part layer 2/3, 32896, 6.54367e+08, 1.79164e+09, 5.59013e+08, 9.43713e+09, 3.17632e+08, 1.2575e+09, 5.58906e+08, 6.29969e+08, 1.11641e+09, 1.00167e+09, 3.67075e+09, 7.68428e+08, 0.326024, -0.545448
 431, Field CA2 stratum lacunosum-moleculare, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 432, Nucleus circularis, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 433, Anteromedial visual area layer 5, 7284, 9.5803e+08, 5.39281e+08, 8.69269e+08, 1.69417e+09, 1.31045e+09, 8.65561e+08, 7.10194e+08, 6.31668e+07, 1.98758e+08, 7.8886e+08, 1.29006e+09, 3.2404e+08, 0.0863515, -0.0722484
 434, Retrosplenial area dorsal part layer 2/3, 31174, 1.61665e+09, 2.03594e+09, 7.20823e+08, 7.90963e+09, 6.97135e+08, 3.79275e+09, 1.40665e+09, 1.19994e+09, 1.33145e+09, 1.4578e+09, 4.13317e+09, 1.31268e+09, 0.197898, -0.674166
 435, Medial amygdalar nucleus posteroventral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 436, columns of the fornix, 8652, 8.84079e+07, 1.47251e+08, 2.0362e+08, 1.95343e+08, 3.52564e+08, 1.33553e+08, 2.2831e+07, 7.68732e+07, 1.05347e+08, 1.46426e+08, 2.27153e+08, 6.83504e+07, 0.248084, -0.080715
 437, Spinal nucleus of the trigeminal interpolar part, 37839, 6.42299e+08, 2.74117e+08, 4.48112e+09, 7.92307e+08, 3.05299e+09, 2.67878e+09, 1.64124e+09, 2.21191e+08, 1.19313e+08, 1.79918e+09, 2.17469e+09, 6.60581e+08, 0.776763, -0.385311
 438, Field CA2 stratum oriens, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 439, Paraventricular hypothalamic nucleus descending division dorsal parvicellular part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 440, Orbital area lateral part layer 6a, 17315, 2.13208e+09, 2.12599e+09, 3.65303e+09, 1.92903e+09, 1.58834e+09, 9.77632e+08, 9.3536e+08, 3.65606e+08, 1.26855e+09, 2.63703e+09, 1.49833e+09, 8.56505e+08, -0.0737415, -0.0189369
 441, Anteromedial visual area layer 6b, 814, 7.28797e+07, 3.39925e+07, 1.0146e+08, 1.29263e+08, 8.55304e+07, 5.16775e+07, 7.10588e+07, 9.98514e+06, 2.48932e+07, 6.94441e+07, 8.88236e+07, 3.53124e+07, 0.47002, -0.194318
 442, Retrosplenial area dorsal part layer 1, 26504, 7.49087e+08, 1.08066e+09, 4.80649e+08, 4.08969e+09, 3.90888e+08, 1.8454e+09, 7.55462e+08, 6.65028e+08, 7.67255e+08, 7.70132e+08, 2.10866e+09, 7.29248e+08, 0.206933, -0.79073
 443, dorsal hippocampal commissure, 30812, 2.22023e+09, 2.40416e+09, 2.8652e+09, 5.83312e+09, 1.51311e+09, 2.02885e+09, 1.70122e+09, 7.41589e+08, 1.31679e+09, 2.49653e+09, 3.12503e+09, 1.2532e+09, 0.605634, -0.0108293
 444, Medial group of the dorsal thalamus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 445, Spinal nucleus of the trigeminal oral part, 16359, 8.57759e+07, 5.01667e+08, 1.67922e+09, 2.25508e+08, 7.29871e+08, 2.97973e+08, 4.59678e+08, 1.72437e+08, 2.47816e+08, 7.55554e+08, 4.17784e+08, 2.9331e+08, -0.456603, -0.30782
 446, Field CA2 pyramidal layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 447, Paraventricular hypothalamic nucleus descending division forniceal part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 448, Orbital area lateral part layer 1, 12009, 2.25245e+09, 1.38854e+09, 2.41423e+09, 1.89997e+09, 2.42116e+09, 1.21736e+09, 1.10792e+09, 1.90611e+08, 1.39919e+09, 2.01841e+09, 1.84616e+09, 8.9924e+08, -0.678096, -0.0471666
 449, ventral hippocampal commissure, 4135, 1.22118e+07, 1.83683e+08, 1.05356e+08, 2.87452e+09, 1.2327e+08, 1.91548e+07, 8.6775e+06, 2.95715e+07, 1.14753e+08, 1.00417e+08, 1.00565e+09, 5.10007e+07, 0.301896, -0.364671
 450, Primary somatosensory area upper limb layer 1, 14753, 1.33494e+09, 6.04462e+08, 5.43046e+08, 3.60217e+09, 5.28664e+08, 3.15078e+08, 6.14179e+08, 1.32137e+07, 9.36661e+08, 8.27483e+08, 1.48197e+09, 5.21351e+08, 0.503599, -0.369793
 451, Basolateral amygdalar nucleus ventral part, 8296, 4.62069e+08, 4.10633e+08, 9.81225e+08, 3.93697e+08, 1.30436e+09, 1.11589e+09, 1.6396e+08, 333360, 4.76062e+07, 6.17976e+08, 9.37982e+08, 7.06332e+07, 0.303215, -0.0237072
 452, Median preoptic nucleus, 6235, 6.14709e+07, 3.2017e+07, 5.44607e+07, 1.84559e+08, 1.38709e+08, 6.37637e+06, 20481, 5.37569e+06, 4.7676e+07, 4.93162e+07, 1.09881e+08, 1.76907e+07, 0.242609, -0.0912254
 453, Somatosensory areas, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 454, Field CA2 stratum radiatum, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 455, Paraventricular hypothalamic nucleus descending division lateral parvicellular part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 456, Posterior auditory area layer 6b, 570, 2.62647e+07, 4.50403e+07, 6.7699e+07, 9.25578e+07, 6.9761e+06, 3.19807e+06, 1.74406e+07, 204096, 2.68874e+06, 4.63347e+07, 3.4244e+07, 6.77781e+06, -0.663167, -0.0210278
 457, Visual areas layer 6a, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 458, Olfactory tubercle molecular layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 459, accessory olfactory tract, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 460, Midbrain trigeminal nucleus, 1143, 1.49596e+07, 3.20187e+07, 5.57629e+07, 7.70015e+07, 4.67768e+07, 3.07398e+07, 4.32499e+07, 1.61717e+07, 2.76703e+07, 3.42471e+07, 5.1506e+07, 2.90306e+07, 0.305355, -0.676009
