487	426	MEApd-c	Medial amygdalar nucleus, posterodorsal part, sublayer c	80C0E2
488	723	ORBl6b	Orbital area, lateral part, layer 6b	248A5E
489	754	islm	Major island of Calleja	80CDF8
490	1123	bct	bulbocerebellar tract	CCCCCC
491	331	MM	Medial mammillary nucleus	FF4C3E
492	714	ORB2/3	Orbital area, layer 2/3	248A5E
493	477	STRv	Striatum ventral region	80CDF8
494	10	SCig-a	Superior colliculus, motor related, intermediate gray layer, sublayer a	FF90FF
495	463	CA3sp	Field CA3, pyramidal layer	66A83D
496	814	DP1	Dorsal peduncular area, layer 1	A4DAA4
497	669	VIS6b	Visual areas, layer 6b	08858C
498	359	BSTam	Bed nuclei of the stria terminalis, anterior division, anteromedial area	B3C0DF
499	1123	cct	cuneocerebellar tract	CCCCCC
500	315	MO	Somatomotor areas	1F9D5A
501	533	VISpm4	posteromedial visual area, layer 4	08858C
502	822	SUB	Subiculum	4FC244
503	10	SCig-b	Superior colliculus, motor related, intermediate gray layer, sublayer b	FF90FF
504	463	CA3sr	Field CA3, stratum radiatum	7ED04B
505	359	BSTdm	Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus	B3C0DF
506	948	das	dorsal acoustic stria	CCCCCC
507	698	MOB	Main olfactory bulb	9AD2BD
508	926	ENTm2b	Entorhinal area, medial part, dorsal zone, layer 2b	32B825
509	502	SUBd	Subiculum, dorsal part	4FC244
510	337	SSp-ll6b	Primary somatosensory area, lower limb, layer 6b	188064
511	10	SCig-c	Superior colliculus, motor related, intermediate gray layer, sublayer c	FF90FF
512	8	CB	Cerebellum	F0F080
513	359	BSTfu	Bed nuclei of the stria terminalis, anterior division, fusiform nucleus	B3C0DF
514	932	dc	dorsal column	CCCCCC
515	467	MPN	Medial preoptic nucleus	FF4C3E
516	714	ORB6b	Orbital area, layer 6b	248A5E
517	566	TR1-3	Postpiriform transition area, layers 1-3	A8ECD3
518	502	SUBv	Subiculum, ventral part	4FC244
519	512	CBN	Cerebellar nuclei	F0F080
520	1018	AUDv6a	Ventral auditory area, layer 6a	019399
521	359	BSTmg	Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus	B3C0DF
522	932	dcm	dorsal commissure of the spinal cord	CCCCCC
523	141	MPO	Medial preoptic area	FF5547
524	731	ORBm2	Orbital area, medial part, layer 2	248A5E
525	331	SUM	Supramammillary nucleus	FF4C3E
526	926	ENTm1	Entorhinal area, medial part, dorsal zone, layer 1	32B825
527	1011	AUDd1	Dorsal auditory area, layer 1	019399
528	512	CBX	Cerebellar cortex	F0F080
529	359	BSTv	Bed nuclei of the stria terminalis, anterior division, ventral nucleus	B3C0DF
530	1099	df	dorsal fornix	CCCCCC
531	1100	MPT	Medial pretectal area	FF90FF
532	22	PTLp1	Posterior parietal association areas, layer 1	009FAC
533	669	VISpm	posteromedial visual area	08858C
534	987	SUT	Supratrigeminal nucleus	FFBA86
535	814	DP2	Dorsal peduncular area, layer 2	A4DAA4
536	278	CEA	Central amygdalar nucleus	80C0E2
537	359	BSTal	Bed nuclei of the stria terminalis, anterior division, anterolateral area	B3C0DF
538	21	lotd	dorsal limb	CCCCCC
539	128	MRNm	Midbrain reticular nucleus, magnocellular part	FF90FF
540	922	PERI1	Perirhinal area, layer 1	0E9684
541	315	TEa	Temporal association areas	15B0B3
542	886	RSPv1	Retrosplenial area, ventral part, layer 1	1AA698
543	926	ENTm2	Entorhinal area, medial part, dorsal zone, layer 2	32B825
544	536	CEAc	Central amygdalar nucleus, capsular part	80C0E2
545	879	RSPd4	Retrosplenial area, dorsal part, layer 4	1AA698
546	359	BSTju	Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus	B3C0DF
547	70	dlf	dorsal longitudinal fascicle	CCCCCC
548	128	MRNmg	Midbrain reticular nucleus, magnocellular part, general	FF90FF
549	1129	TH	Thalamus	FF7080
550	926	ENTm5/6	Entorhinal area, medial part, dorsal zone, layer 5/6	32B825
551	536	CEAl	Central amygdalar nucleus, lateral part	80C0E2
552	987	PRNv	Pontine reticular nucleus, ventral part	FFBA86
553	1123	sctd	dorsal spinocerebellar tract	CCCCCC
554	359	BSTov	Bed nuclei of the stria terminalis, anterior division, oval nucleus	B3C0DF
555	128	MRNp	Midbrain reticular nucleus, parvicellular part	FF90FF
556	44	ILA2/3	Infralimbic area, layer 2/3	59B363
557	331	TM	Tuberomammillary nucleus	FF4C3E
558	353	SSp-n1	Primary somatosensory area, nose, layer 1	188064
559	536	CEAm	Central amygdalar nucleus, medial part	80C0E2
560	607	CNspg	Cochlear nucleus, subpedunclular granular region	FFA5D2
561	669	VIS2/3	Visual areas, layer 2/3	08858C
562	359	BSTrh	Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus	B3C0DF
563	70	dtt	dorsal tegmental tract	CCCCCC
564	904	MS	Medial septal nucleus	96A7D3
565	533	VISpm5	posteromedial visual area, layer 5	08858C
566	698	TR	Postpiriform transition area	A8ECD3
567	8	CH	Cerebrum	B0F0FF
568	370	ACVI	Accessory abducens nucleus	FFB3D9
569	367	BSTd	Bed nuclei of the stria terminalis, posterior division, dorsal nucleus	B3C0DF
570	932	dl	dorsolateral fascicle	CCCCCC
571	856	MTN	Midline group of the dorsal thalamus	FF909F
572	31	ACA1	Anterior cingulate area, layer 1	40A666
573	409	VISl4	Lateral visual area, layer 4	08858C
574	987	TRN	Tegmental reticular nucleus	FFBA86
575	51	CL	Central lateral nucleus of the thalamus	FF909F
576	370	ACVII	Accessory facial motor nucleus	FFB3D9
577	369	SSp-ul4	Primary somatosensory area, upper limb, layer 4	188064
578	367	BSTpr	Bed nuclei of the stria terminalis, posterior division, principal nucleus	B3C0DF
579	956	ec	external capsule	CCCCCC
580	339	NB	Nucleus of the brachium of the inferior colliculus	FF7AFF
581	826	TRS	Triangular nucleus of septum	96A7D3
582	731	ORBm2/3	Orbital area, medial part, layer 2/3	248A5E
583	703	CLA	Claustrum	8ADA87
584	655	COApl1-2	Cortical amygdalar area, posterior part, lateral zone, layers 1-2	61E7B7
585	367	BSTif	Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus	B3C0DF
586	932	fpr	fasciculus proprius	CCCCCC
587	795	ND	Nucleus of Darkschewitsch	FF90FF
588	48	ACAv1	Anterior cingulate area, ventral part, layer 1	40A666
589	698	TT	Taenia tecta	62D09F
590	886	RSPv6a	Retrosplenial area, ventral part, layer 6a	1AA698
591	165	CLI	Central linear nucleus raphe	FFA6FF
592	663	COApm1-2	Cortical amygdalar area, posterior part, medial zone, layers 1-2	61E7B7
593	385	VISp1	Primary visual area, layer 1	08858C
594	367	BSTtr	Bed nuclei of the stria terminalis, posterior division, transverse nucleus	B3C0DF
595	1083	fr	fasciculus retroflexus	CCCCCC
596	904	NDB	Diagonal band nucleus	96A7D3
597	589	TTd	Taenia tecta, dorsal part	62D09F
598	1018	AUDv6b	Ventral auditory area, layer 6b	019399
599	51	CM	Central medial nucleus of the thalamus	FF909F
600	1011	AUDd2/3	Dorsal auditory area, layer 2/3	019399
601	402	VISal6a	Anterolateral visual area, layer 6a	08858C
602	367	BSTse	Bed nuclei of the stria terminalis, posterior division, strial extension	B3C0DF
603	1099	fi	fimbria	CCCCCC
604	1117	NI	Nucleus incertus	FFC395
605	589	TTv	Taenia tecta, ventral part	62D09F
606	886	RSPv2	Retrosplenial area, ventral part, layer 2	1AA698
607	386	CN	Cochlear nuclei	FFA5D2
608	746	ORBvl6a	Orbital area, ventrolateral part, layer 6a	248A5E
609	864	SPA	Subparafascicular area	FF8084
610	879	RSPd5	Retrosplenial area, dorsal part, layer 5	1AA698
611	1083	hbc	habenular commissure	CCCCCC
612	1132	NLL	Nucleus of the lateral lemniscus	FFAE6F
613	409	VISl5	Lateral visual area, layer 5	08858C
614	290	TU	Tuberal nucleus	F2483B
615	323	SNl	Substantia nigra, lateral part	FF90FF
616	323	CUN	Cuneiform nucleus	FF90FF
617	362	MDc	Mediodorsal nucleus of the thalamus, central part	FF909F
618	1099	hc	hippocampal commissures	CCCCCC
619	698	NLOT	Nucleus of the lateral olfactory tract	95E4C8
620	731	ORBm5	Orbital area, medial part, layer 5	248A5E
621	987	V	Motor nucleus of trigeminal	FFBA86
622	886	RSPv6b	Retrosplenial area, ventral part, layer 6b	1AA698
623	567	CNU	Cerebral nuclei	98D6F9
624	1024	IPF	Interpeduncular fossa	AAAAAA
625	369	SSp-ul5	Primary somatosensory area, upper limb, layer 5	188064
626	362	MDl	Mediodorsal nucleus of the thalamus, lateral part	FF909F
627	285	hht	hypothalamohypophysial tract	CCCCCC
628	1100	NOT	Nucleus of the optic tract	FF90FF
629	637	VAL	Ventral anterior-lateral complex of the thalamus	FF8084
630	723	ORBl5	Orbital area, lateral part, layer 5	248A5E
631	698	COA	Cortical amygdalar area	61E7B7
632	726	DG-sg	Dentate gyrus, granule cell layer	66A83D
633	948	cic	inferior colliculus commissure	CCCCCC
634	1100	NPC	Nucleus of the posterior commissure	FF90FF
635	22	PTLp4	Posterior parietal association areas, layer 4	009FAC
636	362	MDm	Mediodorsal nucleus of the thalamus, medial part	FF909F
637	864	VENT	Ventral group of the dorsal thalamus	FF8084
638	1057	GU6a	Gustatory areas, layer 6a	009C75
639	631	COAa	Cortical amygdalar area, anterior part	61E7B7
640	370	EV	Efferent vestibular nucleus	FFB3D9
641	948	ias	intermediate acoustic stria	CCCCCC
642	386	NTB	Nucleus of the trapezoid body	FFA5D2
643	1027	AUDpo2/3	Posterior auditory area, layer 2/3	019399
644	500	MO6a	Somatomotor areas, Layer 6a	1F9D5A
645	528	VERM	Vermal regions	FFFC91
646	814	DP5	Dorsal peduncular area, layer 5	A4DAA4
647	631	COAp	Cortical amygdalar area, posterior part	61E7B7
648	985	MOp5	Primary motor area, Layer 5	1F9D5A
649	402	VISal6b	Anterolateral visual area, layer 6b	08858C
650	1123	jrb	juxtarestiform body	CCCCCC
651	386	NTS	Nucleus of the solitary tract	FFA5D2
652	103	PVHpml	Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone	FF5D50
653	370	VI	Abducens nucleus	FFB3D9
654	353	SSp-n4	Primary somatosensory area, nose, layer 4	188064
655	647	COApl	Cortical amygdalar area, posterior part, lateral zone	61E7B7
656	993	MOs1	Secondary motor area, layer 1	1F9D5A
657	345	SSp-m2/3	Primary somatosensory area, mouth, layer 2/3	188064
658	948	ll	lateral lemniscus	CCCCCC
659	651	NTSce	Nucleus of the solitary tract, central part	FFA5D2
660	103	PVHpmm	Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone	FF5D50
661	370	VII	Facial motor nucleus	FFB3D9
662	1057	GU6b	Gustatory areas, layer 6b	009C75
663	647	COApm	Cortical amygdalar area, posterior part, medial zone	61E7B7
664	926	ENTm3	Entorhinal area, medial part, dorsal zone, layer 3	32B825
665	21	lot	lateral olfactory tract, body	CCCCCC
666	651	NTSco	Nucleus of the solitary tract, commissural part	FFA5D2
667	184	FRP2/3	Frontal pole, layer 2/3	268F45
668	830	DMHa	Dorsomedial nucleus of the hypothalamus, anterior part	FF5547
669	315	VIS	Visual areas	08858C
670	361	SSp-tr2/3	Primary somatosensory area, trunk, layer 2/3	188064
671	894	RSPagl1	Retrosplenial area, lateral agranular part, layer 1	1AA698
672	485	CP	Caudoputamen	98D6F9
673	46	mp	mammillary peduncle	CCCCCC
674	651	NTSge	Nucleus of the solitary tract, gelatinous part	FFA5D2
675	119	AIv6a	Agranular insular area, ventral part, layer 6a	219866
676	830	DMHp	Dorsomedial nucleus of the hypothalamus, posterior part	FF5547
677	315	VISC	Visceral area	11AD83
678	1011	AUDd4	Dorsal auditory area, layer 4	019399
679	1117	CS	Superior central nucleus raphe	FFC395
680	746	ORBvl6b	Orbital area, ventrolateral part, layer 6b	248A5E
681	46	mtg	mammillotegmental tract	CCCCCC
682	651	NTSl	Nucleus of the solitary tract, lateral part	FFA5D2
683	22	PTLp5	Posterior parietal association areas, layer 5	009FAC
684	830	DMHv	Dorsomedial nucleus of the hypothalamus, ventral part	FF5547
685	637	VM	Ventral medial nucleus of the thalamus	FF8084
686	322	SSp6a	Primary somatosensory area, layer 6a	188064
687	886	RSPv5	Retrosplenial area, ventral part, layer 5	1AA698
688	567	CTX	Cerebral cortex	B0FFB8
689	141	VLPO	Ventrolateral preoptic nucleus	FF5547
690	46	mtt	mammillothalamic tract	CCCCCC
691	651	NTSm	Nucleus of the solitary tract, medial part	FFA5D2
692	922	PERI5	Perirhinal area, layer 5	0E9684
693	467	VMH	Ventromedial hypothalamic nucleus	FF4C3E
694	119	AIv2/3	Agranular insular area, ventral part, layer 2/3	219866
695	688	CTXpl	Cortical plate	70FF70
696	1027	AUDpo1	Posterior auditory area, layer 1	019399
697	932	ml	medial lemniscus	CCCCCC
698	695	OLF	Olfactory areas	9AD2BD
699	119	AIv6b	Agranular insular area, ventral part, layer 6b	219866
700	88	AHNa	Anterior hypothalamic nucleus, anterior part	FF4C3E
701	370	VNC	Vestibular nuclei	FFB3D9
702	353	SSp-n5	Primary somatosensory area, nose, layer 5	188064
703	688	CTXsp	Cortical subplate	8ADA87
704	119	AIv1	Agranular insular area, ventral part, layer 1	219866
705	229	mtV	midbrain tract of the trigeminal nerve	CCCCCC
706	1100	OP	Olivary pretectal nucleus	FF90FF
707	44	ILA1	Infralimbic area, layer 1	59B363
708	88	AHNc	Anterior hypothalamic nucleus, central part	FF4C3E
709	637	VP	Ventral posterior complex of the thalamus	FF8084
710	967	VIn	abducens nerve	CCCCCC
711	720	CU	Cuneate nucleus	FFA5D2
712	926	ENTm4	Entorhinal area, medial part, dorsal zone, layer 4	32B825
713	1099	per	perforant path	CCCCCC
714	315	ORB	Orbital area	248A5E
715	918	ENTl2a	Entorhinal area, lateral part, layer 2a	32B825
716	88	AHNd	Anterior hypothalamic nucleus, dorsal part	FF4C3E
717	967	XIn	accessory spinal nerve	CCCCCC
718	709	VPL	Ventral posterolateral nucleus of the thalamus	FF8084
719	322	SSp6b	Primary somatosensory area, layer 6b	188064
720	386	DCN	Dorsal column nuclei	FFA5D2
721	385	VISp4	Primary visual area, layer 4	08858C
722	1068	pvbt	periventricular bundle of the thalamus	CCCCCC
723	714	ORBl	Orbital area, lateral part	248A5E
724	88	AHNp	Anterior hypothalamic nucleus, posterior part	FF4C3E
725	709	VPLpc	Ventral posterolateral nucleus of the thalamus, parvicellular part	FF8084
726	1080	DG	Dentate gyrus	7ED04B
727	926	ENTm5	Entorhinal area, medial part, dorsal zone, layer 5	32B825
728	960	arb	arbor vitae	CCCCCC
729	541	TEa6a	Temporal association areas, layer 6a	15B0B3
730	1083	PIS	pineal stalk	CCCCCC
731	714	ORBm	Orbital area, medial part	248A5E
732	491	Mmme	Medial mammillary nucleus, median part	FF4C3E
733	709	VPM	Ventral posteromedial nucleus of the thalamus	FF8084
734	726	DGcr	Dentate gyrus crest	7ED04B
735	1002	AUDp1	Primary auditory area, layer 1	019399
736	1000	ctb	central tegmental bundle	CCCCCC
737	1099	fxpo	postcommissural fornix	CCCCCC
738	714	ORBv	Orbital area, ventral part	248A5E
739	31	ACA5	Anterior cingulate area, layer 5	40A666
740	515	MPNc	Medial preoptic nucleus, central part	FF4C3E
741	709	VPMpc	Ventral posteromedial nucleus of the thalamus, parvicellular part	FF8084
742	734	DGcr-mo	Dentate gyrus crest, molecular layer	7ED04B
743	926	ENTm6	Entorhinal area, medial part, dorsal zone, layer 6	32B825
744	960	cbc	cerebellar commissure	CCCCCC
745	1099	fxprg	precommissural fornix, general	CCCCCC
746	714	ORBvl	Orbital area, ventrolateral part	248A5E
747	44	ILA2	Infralimbic area, layer 2	59B363
748	515	MPNl	Medial preoptic nucleus, lateral part	FF4C3E
749	323	VTA	Ventral tegmental area	FF90FF
750	425	VISpl1	Posterolateral visual area, layer 1	08858C
751	734	DGcr-po	Dentate gyrus crest, polymorph layer	7ED04B
752	960	cbp	cerebellar peduncles	CCCCCC
753	46	pm	principal mammillary tract	CCCCCC
754	493	OT	Olfactory tubercle	80CDF8
755	1018	AUDv2/3	Ventral auditory area, layer 2/3	019399
756	515	MPNm	Medial preoptic nucleus, medial part	FF4C3E
757	323	VTN	Ventral tegmental nucleus	FF90FF
758	734	DGcr-sg	Dentate gyrus crest, granule cell layer	7ED04B
759	1027	AUDpo4	Posterior auditory area, layer 4	019399
760	1000	epsc	cerebral nuclei related	CCCCCC
761	693	VMHa	Ventromedial hypothalamic nucleus, anterior part	FF4C3E
762	182	phpd	propriohypothalamic pathways, dorsal	CCCCCC
763	141	OV	Vascular organ of the lamina terminalis	FF5547
764	918	ENTl2b	Entorhinal area, lateral part, layer 2b	32B825
765	370	x	Nucleus x	FFB3D9
766	726	DGlb	Dentate gyrus lateral blade	7ED04B
767	993	MOs5	Secondary motor area, layer 5	1F9D5A
768	991	mfbc	cerebrum related	CCCCCC
769	693	VMHc	Ventromedial hypothalamic nucleus, central part	FF4C3E
770	182	phpl	propriohypothalamic pathways, lateral	CCCCCC
771	1065	P	Pons	FF9B88
772	48	ACAv5	Anterior cingulate area, ventral part, layer 5	40A666
773	370	XII	Hypoglossal nucleus	FFB3D9
774	894	RSPagl5	Retrosplenial area, lateral agranular part, layer 5	1AA698
775	766	DGlb-mo	Dentate gyrus lateral blade, molecular layer	7ED04B
776	983	cc	corpus callosum	CCCCCC
777	693	VMHdm	Ventromedial hypothalamic nucleus, dorsomedial part	FF4C3E
778	385	VISp5	Primary visual area, layer 5	08858C
779	182	phpm	propriohypothalamic pathways, medial	CCCCCC
780	703	PA	Posterior amygdalar nucleus	97EC93
781	370	y	Nucleus y	FFB3D9
782	766	DGlb-po	Dentate gyrus lateral blade, polymorph layer	7ED04B
783	104	AId6a	Agranular insular area, dorsal part, layer 6a	219866
784	983	cst	corticospinal tract	CCCCCC
785	693	VMHvl	Ventromedial hypothalamic nucleus, ventrolateral part	FF4C3E
786	541	TEa6b	Temporal association areas, layer 6b	15B0B3
787	182	phpv	propriohypothalamic pathways, ventral	CCCCCC
788	698	PAA	Piriform-amygdalar area	59DAAB
789	386	z	Nucleus z	FFA5D2
790	766	DGlb-sg	Dentate gyrus lateral blade, granule cell layer	7ED04B
791	1027	AUDpo5	Posterior auditory area, layer 5	019399
792	967	drt	dorsal roots	CCCCCC
793	322	SSp1	Primary somatosensory area, layer 1	188064
794	229	sptV	spinal tract of the trigeminal nerve	CCCCCC
795	323	PAG	Periaqueductal gray	FF90FF
796	797	A13	Dopaminergic A13 group	F2483B
797	290	ZI	Zona incerta	F2483B
798	967	VIIn	facial nerve	CCCCCC
799	726	DGmb	Dentate gyrus medial blade	7ED04B
800	119	AIv5	Agranular insular area, ventral part, layer 5	219866
801	669	VIS1	Visual areas, layer 1	08858C
802	1083	sm	stria medullaris	CCCCCC
803	623	PAL	Pallidum	8599CC
804	797	FF	Fields of Forel	F2483B
805	533	VISpm1	posteromedial visual area, layer 1	08858C
806	378	SSs2/3	Supplemental somatosensory area, layer 2/3	188064
807	799	DGmb-mo	Dentate gyrus medial blade, molecular layer	7ED04B
808	967	IXn	glossopharyngeal nerve	CCCCCC
809	803	PALc	Pallidum, caudal region	B3C0DF
810	48	ACAv6a	Anterior cingulate area, ventral part, 6a	40A666
811	4	ICc	Inferior colliculus, central nucleus	FF7AFF
812	326	dscp	superior cerebellar peduncle decussation	CCCCCC
813	967	XIIn	hypoglossal nerve	CCCCCC
814	698	DP	Dorsal peduncular area	A4DAA4
815	799	DGmb-po	Dentate gyrus medial blade, polymorph layer	7ED04B
816	1002	AUDp4	Primary auditory area, layer 4	019399
817	349	supa	supraoptic commissures, anterior	CCCCCC
818	803	PALd	Pallidum, dorsal region	8599CC
819	48	ACAv6b	Anterior cingulate area, ventral part, 6b	40A666
820	4	ICd	Inferior colliculus, dorsal nucleus	FF7AFF
821	385	VISp2/3	Primary visual area, layer 2/3	08858C
822	1089	RHP	Retrohippocampal region	32B825
823	799	DGmb-sg	Dentate gyrus medial blade, granule cell layer	7ED04B
824	991	mfsbshy	hypothalamus related	CCCCCC
825	349	supd	supraoptic commissures, dorsal	CCCCCC
826	803	PALm	Pallidum, medial region	96A7D3
827	44	ILA5	Infralimbic area, layer 5	59B363
828	4	ICe	Inferior colliculus, external nucleus	FF7AFF
829	509	SUBd-m	Subiculum, dorsal part, molecular layer	4FC244
830	141	DMH	Dorsomedial nucleus of the hypothalamus	FF5547
831	104	AId6b	Agranular insular area, dorsal part, layer 6b	219866
832	967	IIIn	oculomotor nerve	CCCCCC
833	349	supv	supraoptic commissures, ventral	CCCCCC
834	302	SCzo	Superior colliculus, zonal layer	FF7AFF
835	803	PALv	Pallidum, ventral region	A2B1D8
836	895	ECT1	Ectorhinal area/Layer 1	0D9F91
837	509	SUBd-sr	Subiculum, dorsal part, stratum radiatum	4FC244
838	353	SSp-n2/3	Primary somatosensory area, nose, layer 2/3	188064
839	370	DMX	Dorsal motor nucleus of the vagus nerve	FFB3D9
840	967	In	olfactory nerve	CCCCCC
841	948	tb	trapezoid body	CCCCCC
842	302	SCsg	Superior colliculus, superficial gray layer	FF7AFF
843	822	PAR	Parasubiculum	72D569
844	985	MOp6a	Primary motor area, Layer 6a	1F9D5A
845	509	SUBd-sp	Subiculum, dorsal part, pyramidal layer	4BB547
846	519	DN	Dentate nucleus	FFFDBC
847	1002	AUDp5	Primary auditory area, layer 5	019399
848	967	IIn	optic nerve	CCCCCC
849	677	VISC6b	Visceral area, layer 6b	11AD83
850	326	uf	uncinate fascicle	CCCCCC
851	302	SCop	Superior colliculus, optic layer	FF7AFF
852	370	PARN	Parvicellular reticular nucleus	FFB3D9
853	518	SUBv-m	Subiculum, ventral part, molecular layer	4FC244
854	369	SSp-ul2/3	Primary somatosensory area, upper limb, layer 2/3	188064
855	1000	rst	retriculospinal tract	CCCCCC
856	549	DORpm	Thalamus, polymodal association cortex related	FF909F
857	677	VISC6a	Visceral area, layer 6a	11AD83
858	932	vc	ventral commissure of the spinal cord	CCCCCC
859	370	PAS	Parasolitary nucleus	FFB3D9
860	881	PBlc	Parabrachial nucleus, lateral division, central lateral part	FFAE6F
861	518	SUBv-sr	Subiculum, ventral part, stratum radiatum	4FC244
862	378	SSs6a	Supplemental somatosensory area, layer 6a	188064
863	1000	rust	rubrospinal tract	CCCCCC
864	549	DORsm	Thalamus, sensory-motor cortex related	FF8084
865	322	SSp4	Primary somatosensory area, layer 4	188064
866	326	sctv	ventral spinocerebellar tract	CCCCCC
867	1132	PB	Parabrachial nucleus	FFAE6F
868	881	PBld	Parabrachial nucleus, lateral division, dorsal lateral part	FFAE6F
869	425	VISpl4	Posterolateral visual area, layer 4	08858C
870	518	SUBv-sp	Subiculum, ventral part, pyramidal layer	4BB547
871	967	sst	spinothalamic tract	CCCCCC
872	165	DR	Dorsal nucleus raphe	FFA6FF
873	378	SSs1	Supplemental somatosensory area, layer 1	188064
874	339	PBG	Parabigeminal nucleus	FF7AFF
875	881	PBle	Parabrachial nucleus, lateral division, external lateral part	FFAE6F
876	848	aot	accessory optic tract	CCCCCC
877	1000	tsp	tectospinal pathway	CCCCCC
878	345	SSp-m1	Primary somatosensory area, mouth, layer 1	188064
879	254	RSPd	Retrosplenial area, dorsal part	1AA698
880	987	DTN	Dorsal tegmental nucleus	FFBA86
881	867	PBl	Parabrachial nucleus, lateral division	FFAE6F
882	985	MOp6b	Primary motor area, Layer 6b	1F9D5A
883	881	PBls	Parabrachial nucleus, lateral division, superior lateral part	FFAE6F
884	768	amc	amygdalar capsule	CCCCCC
885	967	tn	terminal nerve	CCCCCC
886	254	RSPv	Retrosplenial area, ventral part	1AA698
887	370	ECO	Efferent cochlear group	FFB3D9
888	922	PERI2/3	Perirhinal area, layer 2/3	0E9684
889	353	SSp-n6a	Primary somatosensory area, nose, layer 6a	188064
890	867	PBm	Parabrachial nucleus, medial division	FFAE6F
891	881	PBlv	Parabrachial nucleus, lateral division, ventral lateral part	FFAE6F
892	768	apd	ansa peduncularis	CCCCCC
893	378	SSs6b	Supplemental somatosensory area, layer 6b	188064
894	254	RSPagl	Retrosplenial area, lateral agranular part	1AA698
895	315	ECT	Ectorhinal area	0D9F91
896	983	lfbst	thalamus related	CCCCCC
897	677	VISC1	Visceral area, layer 1	11AD83
898	987	PCG	Pontine central gray	FFBA86
899	890	PBme	Parabrachial nucleus, medial division, external medial part	FFAE6F
900	840	aco	anterior commissure, olfactory limb	CCCCCC
901	967	Vn	trigeminal nerve	CCCCCC
902	425	VISpl5	Posterolateral visual area, layer 5	08858C
903	386	ECU	External cuneate nucleus	FFA5D2
904	826	MSC	Medial septal complex	96A7D3
905	402	VISal2/3	Anterolateral visual area, layer 2/3	08858C
906	894	RSPagl6a	Retrosplenial area, lateral agranular part, layer 6a	1AA698
907	51	PCN	Paracentral nucleus	FF909F
908	768	act	anterior commissure, temporal limb	CCCCCC
909	822	ENT	Entorhinal area	32B825
910	731	ORBm6a	Orbital area, medial part, layer 6a	248A5E
911	967	IVn	trochlear nerve	CCCCCC
912	645	LING	Lingula (I)	FFFC91
913	669	VIS4	Visual areas, layer 4	08858C
914	141	PD	Posterodorsal preoptic nucleus	FF5547
915	890	PBmm	Parabrachial nucleus, medial division, medial medial part	FFAE6F
916	848	bsc	brachium of the superior colliculus	CCCCCC
917	967	Xn	vagus nerve	CCCCCC
918	909	ENTl	Entorhinal area, lateral part	32B825
919	39	ACAd6a	Anterior cingulate area, dorsal part, layer 6a	40A666
920	645	CENT	Central lobule	FFFC91
921	322	SSp5	Primary somatosensory area, layer 5	188064
922	315	PERI	Perirhinal area	0E9684
923	890	PBmv	Parabrachial nucleus, medial division, ventral medial part	FFAE6F
924	784	cpd	cerebal peduncle	CCCCCC
925	967	vrt	ventral roots	CCCCCC
926	909	ENTm	Entorhinal area, medial part, dorsal zone	32B825
927	39	ACAd6b	Anterior cingulate area, dorsal part, layer 6b	40A666
928	645	CUL	Culmen	FFFC91
929	353	SSp-n6b	Primary somatosensory area, nose, layer 6b	188064
930	51	PF	Parafascicular nucleus	FF909F
931	987	PG	Pontine gray	FFBA86
932	792	cett	cervicothalamic tract	CCCCCC
933	967	VIIIn	vestibulocochlear nerve	CCCCCC
934	909	ENTmv	Entorhinal area, medial part, ventral zone	32B825
935	39	ACAd1	Anterior cingulate area, dorsal part, layer 1	40A666
936	645	DEC	Declive (VI)	FFFC91
937	669	VIS5	Visual areas, layer 5	08858C
938	370	PGRN	Paragigantocellular reticular nucleus	FFB3D9
939	135	AMBd	Nucleus ambiguus, dorsal division	FFB3D9
940	768	cing	cingulum bundle	CCCCCC
941	1000	vsp	vestibulospinal pathway	CCCCCC
942	703	EP	Endopiriform nucleus	A0EE9D
943	985	MOp2/3	Primary motor area, Layer 2/3	1F9D5A
944	645	FOTU	Folium-tuber vermis (VII)	FFFC91
945	369	SSp-ul6a	Primary somatosensory area, upper limb, layer 6a	188064
946	467	PH	Posterior hypothalamic nucleus	FF4C3E
947	500	MO6b	Somatomotor areas, Layer 6b	1F9D5A
948	933	cVIIIn	cochlear nerve	CCCCCC
949	967	von	vomeronasal nerve	CCCCCC
950	345	SSp-m4	Primary somatosensory area, mouth, layer 4	188064
951	645	PYR	Pyramus (VIII)	FFFC91
952	942	EPd	Endopiriform nucleus, dorsal part	A0EE9D
953	958	PIN	Pineal body	FF909F
954	1002	AUDp6a	Primary auditory area, layer 6a	019399
955	235	LRNm	Lateral reticular nucleus, magnocellular part	FFB3D9
956	776	fa	corpus callosum, anterior forceps	CCCCCC
957	645	UVU	Uvula (IX)	FFFC91
958	856	EPI	Epithalamus	FF909F
959	1018	AUDv1	Ventral auditory area, layer 1	019399
960	1009	cbf	cerebellum related fiber tracts	CCCCCC
961	698	PIR	Piriform area	6ACBBA
962	993	MOs2/3	Secondary motor area, layer 2/3	1F9D5A
